concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
4199769,Opioid intoxication delirium,Condition,SNOMED,Clinical Finding,S,52866005,1/31/02,12/31/99,NA
4336384,Opioid withdrawal,Condition,SNOMED,Clinical Finding,S,87132004,1/31/02,12/31/99,NA
4105930,Opioid-induced mood disorder,Condition,SNOMED,Clinical Finding,S,29733004,1/31/02,12/31/99,NA
4032799,Opioid-induced organic mental disorder,Condition,SNOMED,Clinical Finding,S,14784000,1/31/02,12/31/99,NA
4067987,Opioid-induced psychotic disorder with delusions,Condition,SNOMED,Clinical Finding,S,20385005,1/31/02,12/31/99,NA
4024296,Opioid-induced psychotic disorder with hallucinations,Condition,SNOMED,Clinical Finding,S,19445006,1/31/02,12/31/99,NA
4323580,Opioid-induced sexual dysfunction,Condition,SNOMED,Clinical Finding,S,71328000,1/31/02,12/31/99,NA
4230779,Opioid-induced sleep disorder,Condition,SNOMED,Clinical Finding,S,88926005,1/31/02,12/31/99,NA
37016267,Perceptual disturbance due to alcohol withdrawal,Condition,SNOMED,Clinical Finding,S,2.88041E+14,1/31/16,12/31/99,NA
37110469,Perceptual disturbances co-occurrent and due to psychoactive substance withdrawal,Condition,SNOMED,Clinical Finding,S,724726005,7/31/17,12/31/99,NA
4239381,Psychoactive substance abuse,Condition,SNOMED,Clinical Finding,S,91388009,1/31/02,12/31/99,NA
4080762,Psychoactive substance dependence,Condition,SNOMED,Clinical Finding,S,2403008,1/31/02,12/31/99,NA
4004672,Psychoactive substance use disorder,Condition,SNOMED,Clinical Finding,S,11061003,1/31/02,12/31/99,NA
37110468,Psychoactive substance withdrawal without complication,Condition,SNOMED,Clinical Finding,S,724725009,7/31/17,12/31/99,NA
607217,Psychoactive substance-induced intoxication,Condition,SNOMED,Clinical Finding,S,1149353004,7/31/21,12/31/99,NA
4307098,Psychoactive substance-induced organic amnestic disorder,Condition,SNOMED,Clinical Finding,S,83168008,1/31/02,12/31/99,NA
4178114,Psychoactive substance-induced organic anxiety disorder,Condition,SNOMED,Clinical Finding,S,50026000,1/31/02,12/31/99,NA
4191592,Psychoactive substance-induced organic delirium,Condition,SNOMED,Clinical Finding,S,39003006,1/31/02,12/31/99,NA
443930,Psychoactive substance-induced organic delusional disorder,Condition,SNOMED,Clinical Finding,S,32552001,1/31/02,12/31/99,NA
4009647,Psychoactive substance-induced organic dementia,Condition,SNOMED,Clinical Finding,S,111480006,1/31/02,12/31/99,NA
4155336,Psychoactive substance-induced organic hallucinosis,Condition,SNOMED,Clinical Finding,S,28368009,1/31/02,12/31/99,NA
375504,Psychoactive substance-induced organic mental disorder,Condition,SNOMED,Clinical Finding,S,11387009,1/31/02,12/31/99,NA
444038,Psychoactive substance-induced organic mood disorder,Condition,SNOMED,Clinical Finding,S,37331004,1/31/02,12/31/99,NA
46284260,Psychoactive substance-induced psychosis,Condition,SNOMED,Clinical Finding,S,9.43121E+14,4/1/15,12/31/99,NA
4192127,Psychoactive substance-induced withdrawal syndrome,Condition,SNOMED,Clinical Finding,S,74934004,1/31/02,12/31/99,NA
4176464,Psychostimulant withdrawal,Condition,SNOMED,Clinical Finding,S,428370001,1/31/08,12/31/99,NA
37109954,Psychotic disorder caused by cannabis,Condition,SNOMED,Clinical Finding,S,723936000,7/31/17,12/31/99,NA
37110437,Psychotic disorder caused by cocaine,Condition,SNOMED,Clinical Finding,S,724689006,7/31/17,12/31/99,NA
37110443,Psychotic disorder caused by hallucinogen,Condition,SNOMED,Clinical Finding,S,724696008,7/31/17,12/31/99,NA
37110408,Psychotic disorder caused by opioid,Condition,SNOMED,Clinical Finding,S,724655005,7/31/17,12/31/99,NA
42539146,Psychotic disorder caused by stimulant,Condition,SNOMED,Clinical Finding,S,762325009,1/31/18,12/31/99,NA
37110448,Psychotic disorder caused by volatile inhalant,Condition,SNOMED,Clinical Finding,S,724702008,7/31/17,12/31/99,NA
442601,Sedative abuse,Condition,SNOMED,Clinical Finding,S,64386003,1/31/02,12/31/99,NA
43020446,Sedative withdrawal,Condition,SNOMED,Clinical Finding,S,2.3601E+13,1/31/13,12/31/99,NA
4184438,"Sedative, hypnotic AND/OR anxiolytic intoxication delirium",Condition,SNOMED,Clinical Finding,S,5444000,1/31/02,12/31/99,NA
4056690,"Sedative, hypnotic AND/OR anxiolytic-induced anxiety disorder",Condition,SNOMED,Clinical Finding,S,1686006,1/31/02,12/31/99,NA
4103853,"Sedative, hypnotic AND/OR anxiolytic-induced mood disorder",Condition,SNOMED,Clinical Finding,S,28864000,1/31/02,12/31/99,NA
4199244,"Sedative, hypnotic AND/OR anxiolytic-induced persisting amnestic disorder",Condition,SNOMED,Clinical Finding,S,301643003,1/31/02,12/31/99,NA
4245766,"Sedative, hypnotic AND/OR anxiolytic-induced persisting dementia",Condition,SNOMED,Clinical Finding,S,59651006,1/31/02,12/31/99,NA
4026127,"Sedative, hypnotic AND/OR anxiolytic-induced psychotic disorder with delusions",Condition,SNOMED,Clinical Finding,S,1973000,1/31/02,12/31/99,NA
4171175,"Sedative, hypnotic AND/OR anxiolytic-induced psychotic disorder with hallucinations",Condition,SNOMED,Clinical Finding,S,47664006,1/31/02,12/31/99,NA
4048685,"Sedative, hypnotic AND/OR anxiolytic-induced sexual dysfunction",Condition,SNOMED,Clinical Finding,S,12380008,1/31/02,12/31/99,NA
4239812,"Sedative, hypnotic AND/OR anxiolytic-induced sleep disorder",Condition,SNOMED,Clinical Finding,S,57588009,1/31/02,12/31/99,NA
4193868,"Sedative, hypnotic AND/OR anxiolytic-related disorder",Condition,SNOMED,Clinical Finding,S,312098001,1/31/02,12/31/99,NA
4137236,Sexual dysfunction due to substance,Condition,SNOMED,Clinical Finding,S,425528008,7/31/07,12/31/99,NA
40479573,Stimulant abuse,Condition,SNOMED,Clinical Finding,S,441527004,7/31/09,12/31/99,NA
40483172,Stimulant dependence,Condition,SNOMED,Clinical Finding,S,442406005,7/31/09,12/31/99,NA
4103418,Tobacco dependence in remission,Condition,SNOMED,Clinical Finding,S,191889006,1/31/02,12/31/99,NA
4310679,Uncomplicated alcohol withdrawal,Condition,SNOMED,Clinical Finding,S,85561006,1/31/02,12/31/99,NA
4002572,"Uncomplicated sedative, hypnotic AND/OR anxiolytic withdrawal",Condition,SNOMED,Clinical Finding,S,10028000,1/31/02,12/31/99,NA
37110447,Volatile inhalant withdrawal,Condition,SNOMED,Clinical Finding,S,724701001,7/31/17,12/31/99,NA
