hd_domain,cssr_category_1,cssr_category_1_description,self_selected_category,icd10cm_code,icd10cm_code_description,exclude,Number_of_Paper_Support (out of 9 studies),symptomatic,measured,syndromic,systemic,clincian_interest,cluster_category,notes,concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason,partition_0
NA,NA,NA,osteoarthritis,M191,Post-traumatic osteoarthritis of other joints,NA,NA,NA,NA,NA,NA,NA,NA,NA,1570347,Post-traumatic osteoarthritis of other joints,Condition,ICD10CM,4-char nonbill code,NA,M19.1,2012-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M1911,"Post-traumatic osteoarthritis, shoulder",NA,NA,NA,NA,NA,NA,NA,NA,NA,1570348,"Post-traumatic osteoarthritis, shoulder",Condition,ICD10CM,5-char nonbill code,NA,M19.11,2012-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M19111,"Post-traumatic osteoarthritis, right shoulder",NA,NA,NA,NA,NA,NA,NA,NA,NA,45606132,"Post-traumatic osteoarthritis, right shoulder",Condition,ICD10CM,6-char billing code,NA,M19.111,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M19112,"Post-traumatic osteoarthritis, left shoulder",NA,NA,NA,NA,NA,NA,NA,NA,NA,45543485,"Post-traumatic osteoarthritis, left shoulder",Condition,ICD10CM,6-char billing code,NA,M19.112,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M19119,"Post-traumatic osteoarthritis, unspecified shoulder",NA,NA,NA,NA,NA,NA,NA,NA,NA,45553098,"Post-traumatic osteoarthritis, unspecified shoulder",Condition,ICD10CM,6-char billing code,NA,M19.119,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M1912,"Post-traumatic osteoarthritis, elbow",NA,NA,NA,NA,NA,NA,NA,NA,NA,1570349,"Post-traumatic osteoarthritis, elbow",Condition,ICD10CM,5-char nonbill code,NA,M19.12,2012-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M19121,"Post-traumatic osteoarthritis, right elbow",NA,NA,NA,NA,NA,NA,NA,NA,NA,45572375,"Post-traumatic osteoarthritis, right elbow",Condition,ICD10CM,6-char billing code,NA,M19.121,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M19122,"Post-traumatic osteoarthritis, left elbow",NA,NA,NA,NA,NA,NA,NA,NA,NA,45543486,"Post-traumatic osteoarthritis, left elbow",Condition,ICD10CM,6-char billing code,NA,M19.122,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M19129,"Post-traumatic osteoarthritis, unspecified elbow",NA,NA,NA,NA,NA,NA,NA,NA,NA,45562649,"Post-traumatic osteoarthritis, unspecified elbow",Condition,ICD10CM,6-char billing code,NA,M19.129,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M1913,"Post-traumatic osteoarthritis, wrist",NA,NA,NA,NA,NA,NA,NA,NA,NA,1570350,"Post-traumatic osteoarthritis, wrist",Condition,ICD10CM,5-char nonbill code,NA,M19.13,2012-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M19131,"Post-traumatic osteoarthritis, right wrist",NA,NA,NA,NA,NA,NA,NA,NA,NA,45562650,"Post-traumatic osteoarthritis, right wrist",Condition,ICD10CM,6-char billing code,NA,M19.131,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M19132,"Post-traumatic osteoarthritis, left wrist",NA,NA,NA,NA,NA,NA,NA,NA,NA,45548323,"Post-traumatic osteoarthritis, left wrist",Condition,ICD10CM,6-char billing code,NA,M19.132,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M19139,"Post-traumatic osteoarthritis, unspecified wrist",NA,NA,NA,NA,NA,NA,NA,NA,NA,45548324,"Post-traumatic osteoarthritis, unspecified wrist",Condition,ICD10CM,6-char billing code,NA,M19.139,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M1914,"Post-traumatic osteoarthritis, hand",NA,NA,NA,NA,NA,NA,NA,NA,NA,1570351,"Post-traumatic osteoarthritis, hand",Condition,ICD10CM,5-char nonbill code,NA,M19.14,2012-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M19141,"Post-traumatic osteoarthritis, right hand",NA,NA,NA,NA,NA,NA,NA,NA,NA,45596497,"Post-traumatic osteoarthritis, right hand",Condition,ICD10CM,6-char billing code,NA,M19.141,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M19142,"Post-traumatic osteoarthritis, left hand",NA,NA,NA,NA,NA,NA,NA,NA,NA,45582061,"Post-traumatic osteoarthritis, left hand",Condition,ICD10CM,6-char billing code,NA,M19.142,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M19149,"Post-traumatic osteoarthritis, unspecified hand",NA,NA,NA,NA,NA,NA,NA,NA,NA,45586893,"Post-traumatic osteoarthritis, unspecified hand",Condition,ICD10CM,6-char billing code,NA,M19.149,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M1917,"Post-traumatic osteoarthritis, ankle and foot",NA,NA,NA,NA,NA,NA,NA,NA,NA,1570352,"Post-traumatic osteoarthritis, ankle and foot",Condition,ICD10CM,5-char nonbill code,NA,M19.17,2012-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M19171,"Post-traumatic osteoarthritis, right ankle and foot",NA,NA,NA,NA,NA,NA,NA,NA,NA,45567473,"Post-traumatic osteoarthritis, right ankle and foot",Condition,ICD10CM,6-char billing code,NA,M19.171,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M19172,"Post-traumatic osteoarthritis, left ankle and foot",NA,NA,NA,NA,NA,NA,NA,NA,NA,45582062,"Post-traumatic osteoarthritis, left ankle and foot",Condition,ICD10CM,6-char billing code,NA,M19.172,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M19179,"Post-traumatic osteoarthritis, unspecified ankle and foot",NA,NA,NA,NA,NA,NA,NA,NA,NA,45548325,"Post-traumatic osteoarthritis, unspecified ankle and foot",Condition,ICD10CM,6-char billing code,NA,M19.179,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M1919,"Post-traumatic osteoarthritis, other specified site",NA,NA,NA,NA,NA,NA,NA,NA,NA,725379,"Post-traumatic osteoarthritis, other specified site",Condition,ICD10CM,5-char billing code,NA,M19.19,2021-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M192,Secondary osteoarthritis of other joints,NA,NA,NA,NA,NA,NA,NA,NA,NA,1570353,Secondary osteoarthritis of other joints,Condition,ICD10CM,4-char nonbill code,NA,M19.2,2012-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M1921,"Secondary osteoarthritis, shoulder",NA,NA,NA,NA,NA,NA,NA,NA,NA,1570354,"Secondary osteoarthritis, shoulder",Condition,ICD10CM,5-char nonbill code,NA,M19.21,2012-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M19211,"Secondary osteoarthritis, right shoulder",NA,NA,NA,NA,NA,NA,NA,NA,NA,45582063,"Secondary osteoarthritis, right shoulder",Condition,ICD10CM,6-char billing code,NA,M19.211,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M19212,"Secondary osteoarthritis, left shoulder",NA,NA,NA,NA,NA,NA,NA,NA,NA,45538688,"Secondary osteoarthritis, left shoulder",Condition,ICD10CM,6-char billing code,NA,M19.212,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M19219,"Secondary osteoarthritis, unspecified shoulder",NA,NA,NA,NA,NA,NA,NA,NA,NA,45562651,"Secondary osteoarthritis, unspecified shoulder",Condition,ICD10CM,6-char billing code,NA,M19.219,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M1922,"Secondary osteoarthritis, elbow",NA,NA,NA,NA,NA,NA,NA,NA,NA,1570355,"Secondary osteoarthritis, elbow",Condition,ICD10CM,5-char nonbill code,NA,M19.22,2012-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M19221,"Secondary osteoarthritis, right elbow",NA,NA,NA,NA,NA,NA,NA,NA,NA,45601356,"Secondary osteoarthritis, right elbow",Condition,ICD10CM,6-char billing code,NA,M19.221,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M19222,"Secondary osteoarthritis, left elbow",NA,NA,NA,NA,NA,NA,NA,NA,NA,45606133,"Secondary osteoarthritis, left elbow",Condition,ICD10CM,6-char billing code,NA,M19.222,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M19229,"Secondary osteoarthritis, unspecified elbow",NA,NA,NA,NA,NA,NA,NA,NA,NA,45591745,"Secondary osteoarthritis, unspecified elbow",Condition,ICD10CM,6-char billing code,NA,M19.229,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M1923,"Secondary osteoarthritis, wrist",NA,NA,NA,NA,NA,NA,NA,NA,NA,1570356,"Secondary osteoarthritis, wrist",Condition,ICD10CM,5-char nonbill code,NA,M19.23,2012-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M19231,"Secondary osteoarthritis, right wrist",NA,NA,NA,NA,NA,NA,NA,NA,NA,45543487,"Secondary osteoarthritis, right wrist",Condition,ICD10CM,6-char billing code,NA,M19.231,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M19232,"Secondary osteoarthritis, left wrist",NA,NA,NA,NA,NA,NA,NA,NA,NA,45533749,"Secondary osteoarthritis, left wrist",Condition,ICD10CM,6-char billing code,NA,M19.232,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M19239,"Secondary osteoarthritis, unspecified wrist",NA,NA,NA,NA,NA,NA,NA,NA,NA,45538689,"Secondary osteoarthritis, unspecified wrist",Condition,ICD10CM,6-char billing code,NA,M19.239,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M1924,"Secondary osteoarthritis, hand",NA,NA,NA,NA,NA,NA,NA,NA,NA,1570357,"Secondary osteoarthritis, hand",Condition,ICD10CM,5-char nonbill code,NA,M19.24,2012-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M19241,"Secondary osteoarthritis, right hand",NA,NA,NA,NA,NA,NA,NA,NA,NA,45557809,"Secondary osteoarthritis, right hand",Condition,ICD10CM,6-char billing code,NA,M19.241,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M19242,"Secondary osteoarthritis, left hand",NA,NA,NA,NA,NA,NA,NA,NA,NA,45582064,"Secondary osteoarthritis, left hand",Condition,ICD10CM,6-char billing code,NA,M19.242,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M19249,"Secondary osteoarthritis, unspecified hand",NA,NA,NA,NA,NA,NA,NA,NA,NA,45553099,"Secondary osteoarthritis, unspecified hand",Condition,ICD10CM,6-char billing code,NA,M19.249,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M1927,"Secondary osteoarthritis, ankle and foot",NA,NA,NA,NA,NA,NA,NA,NA,NA,1570358,"Secondary osteoarthritis, ankle and foot",Condition,ICD10CM,5-char nonbill code,NA,M19.27,2012-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M19271,"Secondary osteoarthritis, right ankle and foot",NA,NA,NA,NA,NA,NA,NA,NA,NA,45548326,"Secondary osteoarthritis, right ankle and foot",Condition,ICD10CM,6-char billing code,NA,M19.271,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M19272,"Secondary osteoarthritis, left ankle and foot",NA,NA,NA,NA,NA,NA,NA,NA,NA,45591746,"Secondary osteoarthritis, left ankle and foot",Condition,ICD10CM,6-char billing code,NA,M19.272,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M19279,"Secondary osteoarthritis, unspecified ankle and foot",NA,NA,NA,NA,NA,NA,NA,NA,NA,45577168,"Secondary osteoarthritis, unspecified ankle and foot",Condition,ICD10CM,6-char billing code,NA,M19.279,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M1929,"Secondary osteoarthritis, other specified site",NA,NA,NA,NA,NA,NA,NA,NA,NA,725380,"Secondary osteoarthritis, other specified site",Condition,ICD10CM,5-char billing code,NA,M19.29,2021-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M199,"Osteoarthritis, unspecified site",NA,NA,NA,NA,NA,NA,NA,NA,NA,1570359,"Osteoarthritis, unspecified site",Condition,ICD10CM,4-char nonbill code,NA,M19.9,2012-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M1990,"Unspecified osteoarthritis, unspecified site",NA,NA,NA,NA,NA,NA,NA,NA,NA,45586894,"Unspecified osteoarthritis, unspecified site",Condition,ICD10CM,5-char billing code,NA,M19.90,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M1991,"Primary osteoarthritis, unspecified site",NA,NA,NA,NA,NA,NA,NA,NA,NA,45567474,"Primary osteoarthritis, unspecified site",Condition,ICD10CM,5-char billing code,NA,M19.91,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M1992,"Post-traumatic osteoarthritis, unspecified site",NA,NA,NA,NA,NA,NA,NA,NA,NA,45591747,"Post-traumatic osteoarthritis, unspecified site",Condition,ICD10CM,5-char billing code,NA,M19.92,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M1993,"Secondary osteoarthritis, unspecified site",NA,NA,NA,NA,NA,NA,NA,NA,NA,45596498,"Secondary osteoarthritis, unspecified site",Condition,ICD10CM,5-char billing code,NA,M19.93,1970-01-01,2099-12-31,NA,1
